cohort,feat,auc,p,n1,n0,half_a,half_b,med_pos,med_neg,sep
entry_stop,band_w,0.4964844705306921,0.917,116,282,0.5289256198347108,0.4630263002712584,146.30667559401627,140.22410533840593,0.0035155294693078876
entry_stop,zz20_vs_lasthigh_t,0.49682073856688674,0.928,116,282,0.49980928162746346,0.5000589692180681,-72.84639198082732,-69.31444713935343,0.0031792614331132563
entry_stop,leg_depth_t,0.5031792614331132,0.95,116,282,0.5001907183725366,0.4999410307819318,72.84639198082732,69.31444713935343,0.0031792614331132008
entry_stop,zz40_vs_lastlow_t,0.5015590608950844,0.967,116,282,0.4827717736808646,0.517513857766246,43.75509744993178,32.50038991397014,0.0015590608950843965
entry_stop,gx_ret_r,0.5010393739300563,0.971,116,282,0.49504132231404957,0.5035381530840901,1.4133333333333333,1.33,0.0010393739300562643
t25,t25_uw_overlap,0.29264214046822745,0.016,23,26,0.3942307692307692,0.23076923076923078,0.6235294117647059,0.6772754271026507,0.20735785953177255
t25,overlap_10,0.6044624746450304,0.005,116,136,0.5522959183673469,0.653125,0.6034535027816936,0.5653476888343351,0.10446247464503045
t25,zz20_uppurity,0.5570486815415822,0.101,116,136,0.5774872448979592,0.5460416666666666,0.75,0.5,0.05704868154158216
t25,zz40_trend,0.4458988336713996,0.094,116,136,0.4856505102040816,0.41333333333333333,0.0,1.0,0.0541011663286004
t25,t25_uw_eff,0.4515888778550149,0.335,53,76,0.5542929292929293,0.37209302325581395,0.7548705623889691,0.8962456942961599,0.04841112214498511
t25,rng_compress,0.45509001014198786,0.226,116,136,0.4719387755102041,0.43552083333333336,0.5781059535495842,0.6497310693946425,0.044909989858012145
t25,zz40_hl,0.460446247464503,0.219,116,136,0.4732142857142857,0.45,1.0,1.0,0.03955375253549698
t25,zz20_nswings,0.5394586713995944,0.285,116,136,0.553093112244898,0.5379166666666667,786.0,770.0,0.03945867139959436
t25,t25_zz20_nswings,0.5379690669371197,0.288,116,136,0.5505420918367347,0.5366666666666666,786.0,772.5,0.037969066937119655
t25,t25_mom_1m_r,0.5366062373225152,0.286,116,136,0.49776785714285715,0.5754166666666667,-0.3933333333333333,-0.44666666666666666,0.03660623732251522
t25,zz40_nswings,0.5363209939148073,0.302,116,136,0.5425701530612245,0.5357291666666667,350.5,346.5,0.036320993914807254
t25,t25_zz20_vs_lastlow_t,0.5361625253549696,0.335,116,136,0.5170599489795918,0.54875,-5.5,-15.0,0.036162525354969555
t25,pushes_30m,0.5356237322515213,0.324,116,136,0.5125956632653061,0.5520833333333334,3.0,3.0,0.03562373225152127
t25,t25_maxretr_r,0.4672287018255578,0.384,116,136,0.43160076530612246,0.49354166666666666,0.20333333333333334,0.24666666666666667,0.03277129817444219
t25,bar_closeloc,0.5290314401622718,0.451,116,136,0.5830676020408163,0.4842708333333333,0.5526582792207793,0.47883597883597884,0.02903144016227177
t25,zz40_hh,0.4721095334685598,0.451,116,136,0.5089285714285714,0.44166666666666665,1.0,1.0,0.027890466531440172
t25,leg_dur_min,0.5261790060851927,0.427,116,136,0.4845344387755102,0.5633333333333334,1.0,1.0,0.026179006085192746
t25,zz20_hl,0.47502535496957404,0.448,116,136,0.4642857142857143,0.4875,1.0,1.0,0.024974645030425957
t25,mom_1m_r,0.5247210953346856,0.488,116,136,0.5331632653061225,0.5260416666666666,-0.21663372331847008,-0.23570903029166707,0.024721095334685583
